3,0
12,1
13,2
16,1
17,1
19,1
21,2
36,3
47,4
41,5
55,6
57,3
66,3
74,3
63,3
70,3
88,6
72,3
86,1
110,6
112,6
123,7
102,6
150,8
154,8
171,9
173,9
174,10
204,11
197,12
227,13
181,3
232,14
237,13
238,13
234,13
243,12
248,13
250,14
253,14
255,10
259,5
264,5
265,5
273,5
277,15
278,15
271,5
283,15
288,16
305,16
308,16
310,16
311,16
313,16
321,15
322,15
325,15
347,16
350,16
356,17
361,17
368,18
369,18
372,17
379,17
402,19
416,17
437,17
438,17
443,19
440,19
251,13
252,13
249,14
246,13
247,14
436,17
439,17
423,17
435,17
420,17
421,17
422,17
349,16
334,16
326,16
266,5
267,5
268,5
269,5
272,5
274,5
275,5
176,5
348,18
362,18
363,18
353,16
260,5
262,6
65,6
87,6
105,6
106,6
107,6
108,7
109,6
89,6
90,6
91,6
92,6
93,6
94,6
95,6
96,6
97,6
98,6
99,6
100,6
101,6
82,6
52,0
48,6
43,5
29,5
192,14
193,14
194,14
195,14
258,3
49,3
50,3
53,3
54,3
58,3
67,3
68,3
60,3
62,3
11,1
20,1
18,1
14,2
15,2
4,20
5,20
6,20
7,20
1,20
2,20
9,20
104,6
261,2
122,6
124,6
324,15
357,17
358,17
359,17
360,17
343,19
344,15
335,15
336,17
337,17
338,17
373,17
374,17
282,15
323,15
316,15
317,15
318,15
319,15
291,15
292,15
293,15
298,15
299,15
300,15
301,15
302,15
279,15
377,17
378,17
390,17
391,18
394,17
395,17
396,17
397,17
398,17
399,17
400,17
433,17
434,17
424,17
425,17
413,17
414,17
415,17
285,9
286,9
287,16
175,9
172,9
166,9
167,9
168,9
169,9
170,9
383,18
366,18
431,19
432,19
428,19
444,19
445,19
446,19
244,12
245,12
242,12
177,3
178,21
73,3
75,3
76,3
77,3
78,3
79,3
80,3
81,3
61,3
69,3
59,3
83,3
84,3
71,3
64,3
179,3
180,9
182,9
417,18
418,18
419,18
384,18
385,18
386,18
387,18
388,18
389,18
355,17
345,17
346,17
113,7
114,7
115,0
116,7
117,7
118,7
119,7
120,7
121,7
30,20
31,7
32,20
33,4
34,20
35,20
22,2
23,22
24,22
25,22
26,0
27,22
28,2
375,19
376,19
404,19
333,16
289,16
290,16
284,16
303,9
304,16
314,16
315,16
309,16
306,16
307,16
327,16
320,15
294,15
295,15
296,15
297,15
280,15
281,15
276,15
339,15
340,15
341,15
342,15
367,18
354,18
233,13
239,13
240,12
241,12
235,13
236,13
196,12
228,13
229,13
230,13
231,13
198,12
199,12
200,12
201,12
202,12
203,12
205,13
206,12
207,13
208,11
209,12
210,11
211,11
212,13
213,12
214,12
215,12
216,12
217,12
218,13
219,12
220,13
221,12
222,13
223,13
224,13
225,13
226,13
405,19
407,19
408,19
37,4
38,3
39,4
40,4
56,4
42,4
51,4
44,3
45,4
46,4
125,7
126,23
127,7
128,23
129,23
130,23
131,23
132,23
133,23
134,23
135,23
136,23
137,23
138,23
139,23
140,23
141,23
142,23
143,23
144,23
145,23
146,8
147,23
148,23
149,23
151,23
152,8
153,8
155,23
156,8
157,8
158,23
159,23
161,8
162,8
163,8
164,8
165,8
409,19
410,19
411,19
412,19
406,19
427,19
429,19
430,19
401,19
403,19
184,21
185,21
186,21
187,21
188,21
189,21
190,21
191,21
352,18
364,18
365,16
351,16
312,16
328,16
329,16
330,16
331,16
332,16
256,10
257,10
254,10
263,10
183,10
160,10
85,10
10,0
8,0
270,0
392,17
393,17
370,17
371,17
380,17
381,17
382,17
426,19
441,19
442,19
