3,0
12,1
13,2
16,1
17,1
19,1
21,2
36,4
47,5
41,0
55,6
57,4
66,4
74,4
63,4
70,4
88,6
72,4
86,1
110,6
112,6
123,7
102,6
150,8
154,8
171,9
173,9
174,1
204,10
197,11
227,12
181,4
232,13
237,12
238,12
234,12
243,11
248,12
250,13
253,13
255,1
259,0
264,3
265,0
273,3
277,14
278,14
271,1
283,14
288,15
305,15
308,15
310,15
311,15
313,15
321,14
322,14
325,14
347,15
350,15
356,16
361,16
368,17
369,17
372,16
379,16
402,18
416,16
437,16
438,16
443,18
440,18
251,13
252,13
249,13
246,13
247,13
436,16
439,16
423,16
435,16
420,16
421,16
422,16
349,15
334,15
326,15
266,0
267,1
268,1
269,0
272,1
274,1
275,1
176,1
348,15
362,17
363,17
353,15
260,0
262,6
65,6
87,6
105,6
106,6
107,6
108,7
109,6
89,6
90,6
91,6
92,6
93,6
94,15
95,6
96,6
97,6
98,6
99,6
100,6
101,6
82,6
52,0
48,6
43,0
29,0
192,13
193,13
194,13
195,13
258,4
49,4
50,4
53,4
54,4
58,4
67,4
68,4
60,4
62,4
11,1
20,1
18,1
14,1
15,1
4,3
5,1
6,1
7,2
1,1
2,3
9,3
104,6
261,2
122,6
124,7
324,14
357,16
358,16
359,16
360,16
343,16
344,14
335,14
336,16
337,16
338,16
373,16
374,16
282,14
323,14
316,14
317,14
318,14
319,14
291,14
292,14
293,14
298,14
299,14
300,14
301,14
302,14
279,14
377,16
378,16
390,16
391,16
394,16
395,16
396,16
397,16
398,16
399,16
400,16
433,16
434,16
424,16
425,16
413,16
414,16
415,16
285,9
286,9
287,15
175,9
172,9
166,9
167,9
168,9
169,9
170,9
383,17
366,17
431,18
432,18
428,18
444,18
445,18
446,18
244,11
245,11
242,11
177,4
178,19
73,4
75,4
76,4
77,4
78,4
79,4
80,4
81,4
61,4
69,4
59,4
83,4
84,4
71,4
64,4
179,4
180,9
182,9
417,17
418,17
419,17
384,17
385,17
386,17
387,17
388,17
389,17
355,16
345,16
346,16
113,7
114,7
115,0
116,7
117,7
118,7
119,7
120,7
121,7
30,3
31,7
32,2
33,5
34,1
35,1
22,2
23,3
24,3
25,3
26,0
27,3
28,2
375,18
376,16
404,18
333,15
289,15
290,15
284,15
303,9
304,15
314,15
315,15
309,15
306,15
307,15
327,15
320,14
294,14
295,14
296,14
297,14
280,14
281,14
276,8
339,14
340,14
341,14
342,14
367,17
354,17
233,12
239,12
240,11
241,11
235,12
236,12
196,11
228,12
229,12
230,12
231,12
198,11
199,11
200,11
201,11
202,11
203,11
205,12
206,11
207,12
208,10
209,11
210,10
211,10
212,12
213,11
214,11
215,11
216,11
217,11
218,12
219,11
220,12
221,11
222,12
223,12
224,12
225,12
226,12
405,18
407,18
408,18
37,5
38,4
39,5
40,5
56,5
42,5
51,5
44,4
45,5
46,5
125,7
126,20
127,7
128,20
129,20
130,20
131,20
132,20
133,20
134,20
135,20
136,20
137,20
138,20
139,20
140,20
141,21
142,21
143,21
144,20
145,21
146,8
147,21
148,21
149,21
151,21
152,8
153,8
155,21
156,8
157,8
158,21
159,21
161,8
162,8
163,8
164,8
165,8
409,18
410,18
411,18
412,18
406,18
427,18
429,18
430,18
401,16
403,18
184,19
185,19
186,19
187,19
188,19
189,19
190,19
191,19
352,17
364,17
365,15
351,15
312,15
328,15
329,15
330,15
331,15
332,15
256,1
257,1
254,1
263,1
183,1
160,1
85,1
10,0
8,0
270,0
392,16
393,16
370,16
371,16
380,16
381,16
382,16
426,18
441,18
442,18
