,address,districtCode,districtName,id,name,nearbyStations,stationType,zipCode,lat,lon
300,339 - Enrique Rébsamen-Avenida Eugenia,NAR,Narvarte Poniente,339,339 ENRIQUE RÉBSAMEN-AVENIDA EUGENIA,"[322, 340, 343]",BIKE,3020,19.386032,-99.160548
301,340 - Anaxágoras-Avenida Eugenia,NAR,Narvarte Poniente,340,340 ANAXÁGORAS-AVENIDA EUGENIA,"[339, 341, 343]","BIKE,TPV",3020,19.385571,-99.158188
302,341 - San Borja-Avenida Cuauhtemoc,NAR,Narvarte Poniente,341,341 SAN BORJA-AVENIDA CUAUHTEMOC,"[340, 343, 364]",BIKE,3020,19.382851,-99.158204
303,342 - Anaxágoras-Angel Urraza Eje 6 Sur,NAR,Narvarte Poniente,342,342 ANAXÁGORAS-ANGEL URRAZA EJE 6 SUR,"[341, 344, 359]",BIKE,3020,19.381076,-99.159455
304,367 - Boston -Augusto Rodín,NBU,Noche Buena,367,367 BOSTON -AUGUSTO RODÍN,"[362, 363, 366]",BIKE,3720,19.37946,-99.181632
305,354 - Boston-Av. Insurgentes,NBU,Noche Buena,354,354 BOSTON-AV. INSURGENTES,"[353, 361, 369]",BIKE,3720,19.381665,-99.176685
306,233 - Julio Verne-Luis G. Urbina,POL,Polanco,233,233 JULIO VERNE-LUIS G. URBINA ,"[222, 230, 231]","BIKE,TPV",11510,19.429314,-99.196965
307,239 - Rincon del Bosque-Ruben Dario,POL,Polanco,239,239 RINCON DEL BOSQUE-RUBEN DARÍO ,"[226, 247, 250]",BIKE,11510,19.430153,-99.181355
308,204- Ejercito Nacional-F.C. de Cuernavaca,POL,Polanco,240,240 EJERCITO NACIONAL-F.C. DE CUERNAVACA ,"[198, 241]","BIKE,TPV",,19.43855,-99.2063
309,241 - Ejercito Nacional-Juan Vazquez de la Mella,POL,Polanco,241,241 EJERCITO NAL-JUAN VAZQUEZ DE LA MELLA ,"[198, 240]",BIKE,,19.43862,-99.20758
310,235 - Campos Eliseos-Moliere,POL,Polanco,235,235 CAMPOS ELISEOS-MOLIERE ,"[229, 230, 236]",BIKE,,19.42933,-99.20218
311,236 - Campos Eliseos-Moliere,POL,Polanco,236,236 CAMPOS ELISEOS-MOLIERE ,"[229, 230, 235]",BIKE,,19.42944,-99.20243
312,196 - Lago Tanganica- Av. Ejército Nacional,POL,Polanco,196,196 LAGO TANGANICA-AV. EJERCITO NACIONAL,"[204, 244, 245]",BIKE,11510,19.438349,-99.192904
313,228 - Campos Elíseos-Jean de La fontaine,POL,Polanco,228,228 CAMPOS ELÍSEOS-JEAN DE LA FONTAINE,"[230, 233, 235]","BIKE,TPV",11510,19.427705,-99.19912
314,229 - Dickens-Seneca,POL,Polanco,229,229 DICKENS-SENECA,"[221, 235, 236]",BIKE,11510,19.430515,-99.203331
315,230 - Edgar Alan Poe-Dickens,POL,Polanco,230,230 EDGAR ALAN POE-DICKENS,"[221, 235, 236]",BIKE,11510,19.430098,-99.200074
316,231 - Newton-Aristoteles,POL,Polanco,231,231 NEWTON-ARISTOTELES ,"[222, 223, 234]",BIKE,11510,19.42977,-99.19349
317,198 - Sócrates-Ejercito Nacional,POL,Polanco,198,198 SÓCRATES-EJERCITO NACIONAL ,"[240, 241]","BIKE,TPV",,19.438168,-99.203888
318,199 - Anatole France-Av. Ejército Nacional,POL,Polanco,199,199 ANATOLE FRANCE-AV. EJERCITO NACIONAL,"[196, 202, 203]",BIKE,11510,19.437934,-99.197241
319,200 - Emerson-Av. Ejército Nacional,POL,Polanco,200,200 EMERSON-AV. EJERCITO NACIONAL,"[201, 204, 245]",BIKE,11510,19.437596,-99.188785
320,201 - Lope de Vega-Ejército Nacional,POL,Polanco,201,201 LOPE DE VEGA-EJERCITO NACIONAL ,"[200, 205, 245]",BIKE,11510,19.437431,-99.187215
321,202 - Calderón de la Barca-Av. Homero,POL,Polanco,202,202 CALDERON DE LA BARCA-AV. HOMERO,"[199, 206, 215]",BIKE,11510,19.43617,-99.198943
322,203 - Tennyson-Av. Homero,POL,Polanco,203,203 TENNYSON-AV. HOMERO,"[196, 204, 210]",BIKE,11510,19.435985,-99.194832
323,205 - Taine-Homero,POL,Polanco,205,205 TAINE-HOMERO,"[201, 207, 217]",BIKE,11510,19.435525,-99.184713
324,206 - Moliere-Homero,POL,Polanco,206,206 MOLIERE-HOMERO ,"[202, 214, 215]","BIKE,TPV",,19.435798,-99.201419
325,207 - Tasso-Homero,POL,Polanco,207,207 TASSO-HOMERO ,"[205, 217, 226]",BIKE,11510,19.434861,-99.183322
326,208 - Hesiodo-Lamartine,POL,Polanco,208,208 HESIODO-LAMARTINE ,"[211, 212, 218]",BIKE,11510,19.434182,-99.189835
327,209 - Solón-Horacio,POL,Polanco,209,209 SOLON-HORACIO ,"[213, 214, 219]",BIKE,11510,19.435478,-99.206359
328,210 Eugenio Sue-Horacio,POL,Polanco,210,210 EUGENIO SUE-HORACIO ,"[203, 204, 216]",BIKE,,19.434076,-99.194091
329,211 - Newton-Horacio,POL,Polanco,211,211 NEWTON-HORACIO,"[208, 212, 218]",BIKE,11510,19.433607,-99.188528
330,212 - Hegel-Horacio,POL,Polanco,212,212 HEGEL-HORACIO ,"[211, 218, 224]","BIKE,TPV",11510,19.433567,-99.188096
331,213 - Horacio-FC Cuernavaca,POL,Polanco,213,213 HORACIO-FC CUERNAVACA,"[209, 214, 219]",BIKE,11510,19.435197,-99.206967
332,214 - Platón-Horacio,POL,Polanco,214,214 PLATÓN-HORACIO,"[206, 209, 215]",BIKE,,19.434353,-99.20322
333,215 - Edgar Alan Poe-Horacio,POL,Polanco,215,215 EDGAR ALAN POE-HORACIO,"[206, 214, 221]",BIKE,11510,19.43384,-99.19968
334,216 - Alejandro Dumas-Horacio,POL,Polanco,216,216 ALEJANDRO DUMAS-HORACIO ,"[210, 222]","BIKE,TPV",11510,19.433419,-99.195746
335,217 - Euler-Horacio,POL,Polanco,217,217 EULER-AV. HORACIO ,"[207, 225, 226]","BIKE,TPV",11510,19.432888,-99.183605
336,218 - Hegel-Ibarbourou,POL,Polanco,218,218 HEGEL-IBARBOUROU ,"[211, 212, 224]",BIKE,11510,19.432451,-99.188033
337,219 - Esopo-FC de Cuernavaca,POL,Polanco,219,219 ESOPO-FC DE CUERNAVACA,"[213, 220, 227]",BIKE,11510,19.433542,-99.207808
338,220 - Plino-Presidente Masaryk,POL,Polanco,220,220 PLINIO-PRESIDENTE MASARYK ,"[213, 219, 227]",BIKE,11510,19.432655,-99.205727
339,221 - Emilio Castelar-Presidente Masaryk,POL,Polanco,221,221 EMILIO CASTELAR-PRESIDENTE MASARYK ,"[215, 230, 231]","BIKE,TPV",11510,19.431799,-99.201565
340,222 - Alejandro Dumas-Presidente Masarik,POL,Polanco,222,222 ALEJANDRO DUMAS-PRESIDENTE MASARYK,"[216, 231, 233]",BIKE,11510,19.431417,-99.195774
341,223 - Newton-Presidente Masarik,POL,Polanco,223,223 NEWTON-PRESIDENTE MASARYK ,"[222, 224, 231]","BIKE,TPV",,19.431242,-99.191613
342,224 - Hegel-Presidente Masaryk,POL,Polanco,224,224 HEGEL-PRESIDENTE MASARYK,"[212, 218, 225]",BIKE,11510,19.431255,-99.188065
343,225 - Petrarca-Presidente Masaryk,POL,Polanco,225,225 PETRARCA-PRESIDENTE MASARYK,"[224, 226, 232]",BIKE,11510,19.431172,-99.185612
344,226 - Wallon-Presidente Masaryk,POL,Polanco,226,226 WALLON-PRESIDENTE MASARYK,"[217, 239, 247]",BIKE,11511,19.431033,-99.18222
345,405 - División Del Norte-Municipio Libre,PON,Portales Norte,405,405 DIVISIÓN DEL NORTE-MUNICIPIO LIBRE,"[402, 403, 404]",BIKE,3303,19.370619,-99.156626
346,407 - Prolongación Xochicalco-General Emiliano Zapat,REE,Residencial Emperadores,407,407 PROL. XOCHICALCO-GENERAL EMILIANO ZAPATA,"[406, 408, 410]",BIKE,3320,19.367294,-99.158694
347,408 - Prolongación Petén-General Emiliano Zapata,REE,Residencial Emperadores,408,408 PROLONGACIÓN PETÉN-GENERAL EMILIANO ZAPATA,"[407, 409, 410]",BIKE,3320,19.36677,-99.156843
348,037 - Guadalajara - Puebla,R-N,Roma Norte,37,37 GUADALAJARA-PUEBLA,"[28, 38, 45]",BIKE,06700,19.420419,-99.172676
349,038 - Cozumel - PUEBLA,R-N,Roma Norte,38,38 COZUMEL-PUEBLA,"[28, 32, 37]",BIKE,06700,19.420801,-99.171407
350,039 - Medellin - Chapultepec,R-N,Roma Norte,39,39 MEDELLIN-CHAPULTEPEC,"[33, 42, 48]",BIKE,06700,19.422484,-99.167153
351,040 - Oaxaca - Puebla,R-N,Roma Norte,40,40 OAXACA-PUEBLA,"[35, 42]",BIKE,06700,19.42223,-99.164297
352,056 - Alvaro Obregón - Medellin,R-N,Roma Norte,56,56 ALVARO OBREGON-MEDELLIN,"[47, 51, 55, 59]",BIKE,06700,19.416959,-99.165702
353,042 - Sinaloa - Valladolid,R-N,Roma Norte,42,42 SINALOA-VALLADOLID,"[39, 47, 48, 51]",BIKE,06700,19.420472,-99.168238
354,051 - Colima - Oaxaca,R-N,Roma Norte,51,51 COLIMA-OAXACA,"[46, 47, 55, 58]",BIKE,06700,19.417995,-99.168248
355,044 - Durango - Veracruz,R-N,Roma Norte,44,44 DURANGO-VERACRUZ,"[36, 41, 49, 50]",BIKE,06140,19.418057,-99.174761
356,045 - Durango - Sonora,R-N,Roma Norte,45,45 DURANGO-SONORA,"[37, 38, 41, 46]","BIKE,TPV",06700,19.418649,-99.172127
357,046 - Durango - Salamanca,R-N,Roma Norte,46,46 DURANGO-SALAMANCA,"[42, 45, 51, 54]",BIKE,06700,19.419214,-99.169732
358,125 - Morelia-Circular de Morelia,R-N,Roma Norte,125,125 MORELIA-CIRCULAR DE MORELIA,"[119, 123, 127]",BIKE,06500,19.424541,-99.156204
359,126 - Jalapa-Puebla,R-N,Roma Norte,126,126 JALAPA-PUEBLA,"[121, 128, 129]",BIKE,,19.422288,-99.162138
360,127 -  Puebla-Merida,R-N,Roma Norte,127,127 PUEBLA-MERIDA,"[125, 128, 130]",BIKE,,19.423318,-99.15833
361,128 - Orizaba-Río de Janeiro,R-N,Roma Norte,128,128 ORIZABA-RIO DE JANEIRO,"[121, 126, 127]","BIKE,TPV",06500,19.422148,-99.160645
362,129 - Tonalá-Durango,R-N,Roma Norte,129,129 TONALÁ-DURANGO,"[126, 128, 131]",BIKE,,19.4206,-99.163312
363,130 - Mérida-Durango,R-N,Roma Norte,130,130 MÉRIDA-DURANGO,"[127, 132, 133]",BIKE,,19.421576,-99.158015
364,131 - Colima-Jalapa,R-N,Roma Norte,131,131 COLIMA-JALAPA,"[129, 134]",BIKE,,19.419579,-99.161314
365,132 - Colima-Frontera,R-N,Roma Norte,132,132 COLIMA-FRONTERA,"[130, 133, 135]",BIKE,,19.420667,-99.15645
366,133 - Colima-Morelia,R-N,Roma Norte,133,133 COLIMA-MORELIA,"[130, 132, 135]",BIKE,,19.421138,-99.154725
367,134 - Álvaro Obregón-Orizaba,R-N,Roma Norte,134,134 ÁLVARO OBREGÓN-ORIZABA,"[131, 136, 137]","BIKE,TPV",,19.418304,-99.15956
368,135 - Álvaro Obregón-Morelia,R-N,Roma Norte,135,135 ÁLVARO OBREGÓN-MORELIA,"[132, 133, 137]","BIKE,TPV",,19.419225,-99.155099
369,136 - Tonalá-Álvaro Obregón,R-N,Roma Norte,136,136 ÁLVARO OBREGÓN-TONALÁ,[136],"BIKE,TPV",,19.417715,-99.162729
370,137 - Álvaro Obregón-Mérida,R-N,Roma Norte,137,137 ÁLVARO OBREGÓN-MÉRIDA,"[132, 135, 138]",BIKE,,19.418774,-99.157081
371,138 - Guanajuato-Frontera,R-N,Roma Norte,138,138 GUANAJUATO-FRONTERA,"[135, 140, 144]",BIKE,,19.417702,-99.155313
372,139 - Tonalá-Guanajuato,R-N,Roma Norte,139,139 TONALÁ-GUANJUATO,"[134, 136, 141]",BIKE,,19.416128,-99.162097
373,140 - Mérida-Zacatecas,R-N,Roma Norte,140,140 MÉRIDA-ZACATECAS,"[138, 141, 144]",BIKE,,19.416605,-99.156853
374,141 - Zacatecas-Luis Cabrera,R-N,Roma Norte,141,141 ZACATECAS-LUIS CABRERA,"[139, 140, 143]","BIKE,TPV",,19.415905,-99.15954
375,142 - San Luis Potosí-Eje 2 Pte. Monterrey,R-N,Roma Norte,142,142 SAN LUIS POTOSI-EJE 2 PTE. MONTERREY,"[139, 145, 146]",BIKE,,19.413232,-99.164121
376,143 - Córdoba-San Luis Potosí,R-N,Roma Norte,143,143 CÓRDOBA-SAN LUIS POTOSÍ,"[141, 144, 147]",BIKE,,19.414303,-99.157542
377,144 - Frontera-San Luis Potosí,R-N,Roma Norte,144,144 FRONTERA-SAN LUIS POTOSÍ,"[140, 143, 148]",BIKE,,19.415192,-99.154837
378,145 - Eje 2 Sur Yucatán-Chiapas,R-N,Roma Norte,145,145 EJE 2 SUR YUCATÁN-CHIAPAS,"[142, 147, 151]",BIKE,,19.41286,-99.160661
379,146 - Coahuila-Manzanillo,R-N,Roma Norte,146,146 COAHUILA-MANZANILLO,"[150, 152, 153]",BIKE,,19.410737,-99.165716
380,147 - Coahuila-Orizaba,R-N,Roma Norte,147,147 COAHUILA-ORIZABA,"[145, 149, 151]",BIKE,,19.412182,-99.158443
381,148 - Coahuila-Av. Cuauhtémoc,R-N,Roma Norte,148,148 COAHUILA-AV.CUAUHTEMOC,"[143, 147, 149]",BIKE,,19.412829,-99.155116
382,149 - Mérida-Antonio Anza,R-N,Roma Norte,149,149 MÉRIDA-ANTONIO ANZA,"[143, 147, 148]",BIKE,,19.41199,-99.155699
383,151 - Campeche-Tonalá,ROM,Roma Sur,151,151 CAMPECHE-TONALÁ,"[145, 147, 155]",BIKE,,19.410529,-99.160873
384,152 - Tlacotalpan-Campecha,ROM,Roma Sur,152,152 TLACOTALPAN-CAMPECHE,"[146, 150, 157]","BIKE,TPV",,19.409098,-99.167181
385,153 - Manzanillo-Tlaxcala,ROM,Roma Sur,153,153 MANZANILLO-TLAXCALA,"[154, 157, 161]",BIKE,,19.407468,-99.165141
386,155 - Jalapa-Tlaxcala,ROM,Roma Sur,155,155 JALAPA-TLAXCALA,"[151, 156, 158]",BIKE,,19.408218,-99.159911
387,156 - Tepic-Amenalco,ROM,Roma Sur,156,156 TEPIC-AMENALCO,"[153, 155, 162]",BIKE,,19.407121,-99.162202
388,157 - Tepic-Tlacotalpan,ROM,Roma Sur,157,157 TEPIC-TLACOTALPAN,"[153, 154, 161]",BIKE,,19.406236,-99.166616
389,158 - Huatabampo- Eje 1 Pte. Av. Cuauhtémoc,ROM,Roma Sur,158,158 HUATABAMPO-EJE 1PTE. CUAUHTÉMOC,"[155, 159, 163]","BIKE,TPV",,19.407447,-99.155717
390,159 - Huatabampo-Eje 1 Pte. Av. Cuauhtémoc,ROM,Roma Sur,159,159 HUATABAMPO-EJE 1 PTE. AV. CUAUHTÉMOC,"[155, 158, 163]",BIKE,,19.407517,-99.155373
391,161 - Quintana Roo-Manzanillo,ROM,Roma Sur,161,161 QUINTANA ROO-MANZANILLO,"[153, 157, 162]",BIKE,,19.405533,-99.164913
392,162 - Tehuantepec-Medellín,ROM,Roma Sur,162,162 TEHUANTEPEC-MEDELLÍN,"[156, 161, 165]",BIKE,,19.404907,-99.162485
393,163 - Toluca-Bajío,ROM,Roma Sur,163,163 TOLUCA-BAJÍO,"[158, 159, 165]",BIKE,,19.405246,-99.156431
394,164 - Bajío-Tlacotalpan,ROM,Roma Sur,164,164 BAJÍO-TLACOTALPAN,"[157, 161, 162]",BIKE,,19.403204,-99.16596
395,165 - Bajío-Eje 2 Pte. Monterrey,ROM,Roma Sur,165,165 BAJÍO-EJE 2 PTE. MONTERREY,"[156, 162, 163]",BIKE,,19.404268,-99.160503
396,409 - Azores-División Del Norte,SCA,Santa Cruz Atoyac,409,409 AZORES-DIVISIÓN DEL NORTE,"[408, 410, 430]",BIKE,3310,19.365102,-99.155499
397,410 - Prolongación Tajín-Prolongación Repúblicas,SCA,Santa Cruz Atoyac,410,410 PROLONGACIÓN TAJÍN-PROLONGACIÓN REPÚBLICAS,"[407, 408, 409]",BIKE,3310,19.36564,-99.158063
398,411 - Parroquia-Avenida México-Coyoacan,SCA,Santa Cruz Atoyac,411,411 PARROQUIA-AVENIDA MÉXICO-COYOACAN,"[412, 425, 427]",BIKE,3310,19.367864,-99.163626
399,412 - Parroquia-Avenida Universidad,SCA,Santa Cruz Atoyac,412,412 PARROQUIA-AVENIDA UNIVERSIDAD,"[411, 425, 426]","BIKE,TPV",3310,19.3684182,-99.1654145
400,406 - Parroquia Av. Mexico-Coyoacan,SCA,Santa Cruz Atoyac,406,406 PARROQUIA AV. MEXICO-COYOACAN,"[402, 407, 411]",BIKE,3310,19.367831,-99.163261
401,427 - Avenida México-Coyoacan-Av. Popocatepetl (Eje,SCA,Santa Cruz Atoyac,427,427 AVENIDA MÉXICO-COYOACAN-AV. POPOCATEPETL (EJE ,"[411, 412, 426]",BIKE,3310,19.365023,-99.162993
402,429 - Pirineos-Av. Popocatepetl (Eje 8),SCA,Santa Cruz Atoyac,429,429 PIRINEOS-AV. POPOCATEPETL (EJE 8),"[428, 430, 431]",BIKE,3310,19.363071,-99.158292
403,430 - Tripoli-Av. Popocatepetl (Eje 8),SCA,Santa Cruz Atoyac,430,430 TRIPOLI-AV. POPOCATEPETL (EJE 8),"[409, 429, 431]",BIKE,3310,19.362139,-99.154974
404,401 - San Lorenzo-Avenida Cuauhtemoc,SCA,Santa Cruz Atoyac,401,401 SAN LORENZO-AVENIDA CUAUHTEMOC,"[400, 402, 403]",BIKE,3310,19.372147,-99.16158
405,403 - Uxmal-Municipio Libre,SCA,Santa Cruz Atoyac,403,403 UXMAL-MUNICIPIO LIBRE,"[401, 402, 405]",BIKE,3310,19.371371,-99.158639
406,184 - General Gómez Pedraza-Gobernador Tiburcio Montiel,SMC,San Miguel Chapultepec ,184,184 GRAL GÓMEZ PEDRAZA-GOBERNADOR TIBURCIO M,"[185, 186, 187]","BIKE,TPV",,19.41479,-99.18508
407,185 - General Antonio Léon-General Pedro Antonio de los Santos,SMC,San Miguel Chapultepec ,185,185 GRAL ANTONIO LÉON-GRAL PEDRO A DE LOS S.,"[176, 187, 190]",BIKE,,19.4128,-99.1828
408,186 - Gregorio V. Gelati-Francisco Molinos del C.,SMC,San Miguel Chapultepec ,186,186 GREGORIO V GELATI-FRANCISCO MOLINOS DEL C,"[187, 188, 189]",BIKE,,19.41249,-99.18875
409,187 - Genral Cano-Gobernador Gregorio V. Gelati,SMC,San Miguel Chapultepec ,187,187 GENERAL CANO-GOBERNADOR GREGORIO V GELATI,"[176, 189, 190]",BIKE,,19.41123,-99.18551
410,188 - Gobernador Melchor Múzquiz-Gobernador Ignacio Esteva,SMC,San Miguel Chapultepec ,188,188 GDOR MELCHOR MÚZQUIZ-GDOR IGNACIO ESTEVA ,"[186, 187, 189]","BIKE,TPV",,19.41171,-99.19014
411,189 - Gobernador Rafael Rebollar-Gobernador José Ceballos,SMC,San Miguel Chapultepec ,189,189 GDOR RAFAEL REBOLLAR-GDOR JOSÉ CEBALLOS,"[186, 187, 188]",BIKE,,19.41004,-99.18798
412,190 - Gobernador Ignacio Esteva-Maestro José Vasconcelos,SMC,San Miguel Chapultepec ,190,190 GDOR IGNACIO ESTEVA-MTRO JOSÉ VASCONCELOS,"[177, 187]",BIKE,,19.409569,-99.183833
413,191 - Gobernador Rafael Rebollar-Gobernador Vicente Eguia,SMC,San Miguel Chapultepec ,191,191 GDOR RAFAEL REBOLLAR-GDOR VICENTE EGUIA,"[176, 189, 190]",BIKE,,19.4079,-99.18795
414,352 - Tintoreto-Giorgine,SMN,Santa María Nonoalco,352,352 TINTORETO-GIORGINE,"[351, 364, 365]","BIKE,TPV",3700,19.384114,-99.185447
415,364 - Botichelli-Cda. De Giorgone,SMN,Santa María Nonoalco,364,364 BOTICHELLI-CDA. DE GIORGONE,"[351, 352, 365]",BIKE,3700,19.383063,-99.185858
416,365 - Holbein-Avenida Revolución,SMN,Santa María Nonoalco,365,365 HOLBEIN-AVENIDA REVOLUCIÓN,"[352, 363, 364]",BIKE,3700,19.381117,-99.186687
417,351 - Calle 27-Avenida Revolución,SPP,San Pedro de los Pinos,351,351 CALLE 27-AVENIDA REVOLUCIÓN,"[332, 352, 364]",BIKE,3800,19.385751,-99.186297
418,312 - Avenida 2-Calle 7,SPP,San Pedro de los Pinos,312,312 AVENIDA 2-CALLE 7,"[310, 311, 328]","BIKE,TPV",3800,19.392634,-99.183737
419,328 - Avenida 1-Calle 7,SPP,San Pedro de los Pinos,328,328 AVENIDA 1-CALLE 7,"[311, 312, 329]",BIKE,3800,19.392586,-99.184742
420,329 - Calle 13-Avenida 1,SPP,San Pedro de los Pinos,329,329 CALLE 13-AVENIDA 1,"[312, 328, 330]",BIKE,3800,19.390306,-99.184812
421,330 - Calle 15-Avenida Patriotismo,SPP,San Pedro de los Pinos,330,330 CALLE 15-AVENIDA PATRIOTISMO,"[329, 331, 332]",BIKE,3800,19.389358,-99.182606
422,331 - Avenida 2-Calle 17,SPP,San Pedro de los Pinos,331,331 AVENIDA 2-CALLE 17,"[329, 330, 332]",BIKE,3800,19.388547,-99.183971
423,332 - Sur De Calle 27-Avenida 3,SPP,San Pedro de los Pinos,332,332 SUR DE CALLE 27-AVENIDA 3,"[330, 331, 333]",BIKE,3800,19.385508,-99.183809
424,256 - Gómez Farías Sadi Carnot,S-R,San Rafael,256,256 GÓMEZ FARÍAS-SADI CARNOT ,"[254, 259]",BIKE,,19.4372,-99.15816
425,257 - Manuel Maria Contreras-Villalongin,S-R,San Rafael,257,257 MANUEL MARIA CONTRERAS-VILLALONGIN ,"[183, 255]",BIKE,,19.4338,-99.16622
426,254 - Alfonso Herrera-Miguel Shultz,S-R,San Rafael,254,254 ALFONSO HERRERA-MIGUEL SHULTZ ,"[160, 174, 256]",BIKE,,19.43935,-99.16007
427,263 - Sadi Carnot - Gómez Farias,S-R,San Rafael,263,263 SADI CARNOT-GÓMEZ FARIAS ,"[85, 86, 256]","BIKE,TPV",,19.436274,-99.158425
428,183 - Gabino Barrera-Guillermo Prieto,S-R,San Rafael,183,183 GABINO BARRERA-GUILLERMO PRIETO,"[160, 174, 255]",BIKE,,19.43767,-99.16402
429,160 - Alfonzo Herrera-Gabino Barrera,S-R,San Rafael,160,160 ALFONSO HERRERA-GABINO BARRERA,"[174, 183, 254]",BIKE,,19.44025,-99.16346
430,085 - Rosas Moreno - Sullivan,S-R,San Rafael,85,85 ROSAS MORENO-SULLIVAN,"[1, 3, 12]",BIKE,06470,19.43425,-99.162508
431,010 - Reforma - Ramírez,TAB,Tabacalera,10,10 REFORMA-RAMIREZ,[26],"BIKE,TPV",06500,19.433321,-99.154752
432,008 - Reforma - General Prim,TAB,Tabacalera,8,8 REFORMA-GENERAL PRIM,"[3, 20, 86]",BIKE,06500,19.431141,-99.158317
433,270 - De la Republica-Ponciano Arriaga,TAB,Tabacalera,270,270 DE LA REPUBLICA-PONCIANO ARRIAGA ,[270],"BIKE,TPV",,19.43676,-99.15387
434,392 - Patricio Sanz-Felix Cuevas,TLA,Tlacoquemecatl,392,392 PATRICIO SANZ-FELIX CUEVAS,"[380, 393, 394]",BIKE,3200,19.3730067,-99.1747749
435,393 - Adolfo Prieto-Felix Cuevas,TLA,Tlacoquemecatl,393,393 ADOLFO PRIETO-FELIX CUEVAS,"[380, 392, 394]","BIKE,TPV",3200,19.372796,-99.172558
436,370 - Tlacoquemecatl-Av. Insurgentes,TLA,Tlacoquemecatl,370,370 TLACOQUEMECATL-AV. INSURGENTES,"[361, 369, 371]",BIKE,3200,19.378818,-99.177054
437,371 - Tlacoquemecatl-Capulin,TLA,Tlacoquemecatl,371,371 TLACOQUEMECATL-CAPULIN,"[361, 369, 370]",BIKE,3200,19.378542,-99.174328
438,380 - Moras-San Lorenzo,TLA,Tlacoquemecatl,380,380 MORAS-SAN LORENZO,"[392, 393, 394]",BIKE,3200,19.374876,-99.173512
439,381 - San Lorenzo-Manzanas,TLA,Tlacoquemecatl,381,381 SAN LORENZO-MANZANAS,"[382, 387, 389]",BIKE,3200,19.375541,-99.177894
440,382 - San Lorenzo-Av. Insurgentes,TLA,Tlacoquemecatl,382,382 SAN LORENZO-AV. INSURGENTES,"[381, 387, 389]",BIKE, 3200 ,19.375591,-99.178084
441,426 - Cerrada De Popocatepetl-Av. Popocatepetl (Eje,XOC,Xoco,426,426 CERRADA DE POPOCATEPETL-AV. POPOCATEPETL (EJE ,"[411, 412, 425]",BIKE,3330,19.365519,-99.166017
442,441 - Puente Xoco-Real De Mayorazgo,XOC,Xoco,441,441 PUENTE XOCO-REAL DE MAYORAZGO,"[433, 440, 442]",BIKE,3330,19.361215,-99.167527
443,442 - Real De Mayorazgo-Avenida México-Coyoacan,XOC,Xoco,442,442 REAL DE MAYORAZGO-AVENIDA MÉXICO-COYOACAN,"[432, 443, 444]","BIKE,TPV",3330,19.359905,-99.1653
